 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement 
 Meauzac ;MEAUZAC   ;82290;82108;11;44.083333;1.266667;1.2
 Merles ;MERLES   ;82210;82109;11;44.066667;0.966667;1.5
 Mirabel ;MIRABEL   ;82440;82110;11;44.15;1.433333;1.47
 Moissac ;MOISSAC   ;82200;82112;11;44.1;1.083333;0.52
 Molières ;MOLIERES   ;82220;82113;11;44.183333;1.366667;1.02
 Monbéqui ;MONBEQUI   ;82170;82114;11;43.883333;1.25;1.43
 Monclar-de-Quercy ;MONCLAR DE QUERCY ;82230;82115;11;43.966667;1.583333;1.59
 Montagudet ;MONTAGUDET   ;82110;82116;11;44.25;1.083333;1.56
 Montaigu-de-Quercy ;MONTAIGU DE QUERCY ;82150;82117;11;44.333333;1.016667;2.23
 Montain ;MONTAIN   ;82100;82118;11;43.95;1.116667;0.98
 Montalzat ;MONTALZAT   ;82270;82119;11;44.216667;1.5;1.29
 Montastruc ;MONTASTRUC   ;82130;82120;11;44.1;1.291667;-1
 Montauban ;MONTAUBAN   ;82000;82121;11;44.016667;1.35;0.6
 Montbarla ;MONTBARLA   ;82110;82122;11;44.216667;1.083333;1.39
 Montbartier ;MONTBARTIER   ;82700;82123;11;43.9;1.266667;1.75
 Montbeton ;MONTBETON   ;82290;82124;11;44.016667;1.3;0.97
 Montech ;MONTECH   ;82700;82125;11;43.95;1.233333;0.85
 Montesquieu ;MONTESQUIEU   ;82200;82127;11;44.2;1.066667;1.16
 Montfermier ;MONTFERMIER   ;82270;82128;11;44.216667;1.4;1.44
 Montgaillard ;MONTGAILLARD   ;82120;82129;11;43.933333;0.875;-1
 Montpezat-de-Quercy ;MONTPEZAT DE QUERCY ;82270;82131;11;44.233333;1.466667;1.42
 Montricoux ;MONTRICOUX   ;82800;82132;11;44.083333;1.616667;1.73
 Mouillac ;MOUILLAC   ;82160;82133;11;44.266667;1.666667;2.09
 Nègrepelisse ;NEGREPELISSE   ;82800;82134;11;44.066667;1.516667;1.38
 Nohic ;NOHIC   ;82370;82135;11;43.883333;1.433333;1.39
 Orgueil ;ORGUEIL   ;82370;82136;11;43.9;1.416667;1.25
Parisot;   ;82160;82137;11;44.266667;1.85;2.72
 Perville ;PERVILLE   ;82400;82138;11;44.183333;0.883333;1.38
 Le Pin ;LE PIN  ;82340;82139;11;44.05;0.966667;1.7
 Piquecos ;PIQUECOS   ;82130;82140;11;44.1;1.316667;0.47
 Pommevic ;POMMEVIC   ;82400;82141;11;44.1;0.933333;1.16
 Pompignan ;POMPIGNAN   ;82170;82142;11;43.816667;1.3;1.92
 Poupas ;POUPAS   ;82120;82143;11;43.966667;0.85;1.51
 Puycornet ;PUYCORNET   ;82220;82144;11;44.166667;1.333333;0.89
 Puygaillard-de-Quercy ;PUYGAILLARD DE QUERCY ;82800;82145;11;44.016667;1.633333;1.8
 Puylagarde ;PUYLAGARDE   ;82160;82147;11;44.3;1.85;2.72
 Puylaroque ;PUYLAROQUE   ;82240;82148;11;44.25;1.6;1.66
 Réalville ;REALVILLE   ;82440;82149;11;44.116667;1.466667;1.1
 Reyniès ;REYNIES   ;82370;82150;11;43.916667;1.4;1.12
 Roquecor ;ROQUECOR   ;82150;82151;11;44.316667;0.95;2.09
 Saint-Aignan ;SAINT AIGNAN  ;82100;82152;11;44.016667;1.083333;0.69
 Saint-Amans-du-Pech ;SAINT AMANS DU PECH;82150;82153;11;44.316667;0.883333;2.09
 Saint-Amans-de-Pellagal ;SAINT AMANS DE PELLAGAL;82110;82154;11;44.233333;1.116667;1.42
 Saint-Arroumex ;SAINT ARROUMEX  ;82210;82156;11;44;1;0.88
 Saint-Beauzeil ;SAINT BEAUZEIL  ;82150;82157;11;44.35;0.916667;2.36
 Saint-Cirice ;SAINT CIRICE  ;82340;82158;11;44.05;0.85;1.51
 Saint-Clair ;SAINT CLAIR  ;82400;82160;11;44.166667;0.95;-1
 Saint-Étienne-de-Tulmont ;SAINT ETIENNE DE TULMONT;82410;82161;11;44.05;1.466667;1.1
 Saint-Georges ;SAINT GEORGES  ;82240;82162;11;44.225;1.641667;-1
 Saint-Jean-du-Bouzet ;SAINT JEAN DU BOUZET;82120;82163;11;43.983333;0.883333;1.37
 Sainte-Juliette ;SAINTE JULIETTE  ;82110;82164;11;44.283333;1.183333;1.83
 Saint-Loup ;SAINT LOUP  ;82340;82165;11;44.083333;0.866667;1.44
 Saint-Michel ;SAINT MICHEL  ;82340;82166;11;44.033333;0.933333;1.24
 Saint-Nauphary ;SAINT NAUPHARY  ;82370;82167;11;43.983333;1.433333;1.6
 Saint-Nazaire-de-Valentane ;SAINT NAZAIRE DE VALENTANE;82190;82168;11;44.233333;1.016667;1.42
 Saint-Nicolas-de-la-Grave ;SAINT NICOLAS DE LA;82210;82169;11;44.066667;1.033333;1.35
 Saint-Paul-d'Espis ;SAINT PAUL D ESPIS;82400;82170;11;44.133333;0.983333;1.27
 Saint-Porquier ;SAINT PORQUIER  ;82700;82171;11;44;1.183333;1.06
 Saint-Projet ;SAINT PROJET  ;82160;82172;11;44.308333;1.791667;-1
 Saint-Sardos ;SAINT SARDOS  ;82600;82173;11;43.9;1.133333;1.25
 Saint-Vincent ;SAINT VINCENT  ;82300;82174;11;44.166667;1.466667;1.1
 La Salvetat-Belmontet ;LA SALVETAT BELMONTET ;82230;82176;11;43.966667;1.533333;1.38
 Sauveterre ;SAUVETERRE   ;82110;82177;11;44.266667;1.233333;1.69
 Savenès ;SAVENES   ;82600;82178;11;43.833333;1.216667;1.79
 Septfonds ;SEPTFONDS   ;82240;82179;11;44.183333;1.616667;1.73
 Sérignac ;SERIGNAC   ;82500;82180;11;43.916667;1.033333;1.17
 Sistels ;SISTELS   ;82340;82181;11;44.066667;0.783333;1.79
 Touffailles ;TOUFFAILLES   ;82190;82182;11;44.266667;1.05;1.69
 Tréjouls ;TREJOULS   ;82110;82183;11;44.266667;1.25;1.69
 Vaissac ;VAISSAC   ;82800;82184;11;44.033333;1.566667;1.52
 Valeilles ;VALEILLES   ;82150;82185;11;44.366667;0.916667;2.49
 Valence ;VALENCE   ;82400;82186;11;44.1;0.916667;1.23
 Varen ;VAREN   ;82330;82187;11;44.15;1.883333;2.86
 Vazerac ;VAZERAC   ;82220;82189;11;44.183333;1.3;1.3
 Verdun-sur-Garonne ;VERDUN SUR GARONNE ;82600;82190;11;43.866667;1.233333;1.52
Verfeil;   ;82330;82191;11;44.183333;1.883333;2.86
 Verlhac-Tescou ;VERLHAC TESCOU  ;82230;82192;11;43.933333;1.55;1.45
 Vigueron ;VIGUERON   ;82500;82193;11;43.883333;1.066667;1.39
 Villebrumier ;VILLEBRUMIER   ;82370;82194;11;43.9;1.45;1.25
 Villemade ;VILLEMADE   ;82130;82195;11;44.066667;1.266667;1.09
 Aiguines ;AIGUINES   ;83630;83002;11;43.766667;6.25;2.08
 Ampus ;AMPUS   ;83111;83003;11;43.6;6.383333;1.12
 Les Arcs ;LES ARCS  ;83460;83004;11;43.45;6.483333;1
 Artignosc-sur-Verdon ;ARTIGNOSC SUR VERDON ;83630;83005;11;43.7;6.1;1.69
 Artigues ;ARTIGUES   ;83560;83006;11;43.6;5.8;1.65
 Aups ;AUPS   ;83630;83007;11;43.616667;6.233333;1.21
 Bagnols-en-Forêt ;BAGNOLS EN FORET ;83600;83008;11;43.533333;6.7;1.84
 Bandol ;BANDOL   ;83150;83009;11;43.133333;5.75;1.85
 Bargème ;BARGEME   ;83840;83010;11;43.733333;6.566667;1.89
 Bargemon ;BARGEMON   ;83830;83011;11;43.616667;6.533333;1.21
 Barjols ;BARJOLS   ;83670;83012;11;43.55;6;0.88
 La Bastide ;LA BASTIDE  ;83840;83013;11;43.733333;6.616667;1.89
 Bauduen ;BAUDUEN   ;83630;83015;11;43.733333;6.183333;1.89
 Le Beausset ;LE BEAUSSET  ;83330;83016;11;43.2;5.8;1.65
 Belgentier ;BELGENTIER   ;83210;83017;11;43.25;6;2.09
 Besse-sur-Issole ;BESSE SUR ISSOLE ;83890;83018;11;43.35;6.166667;0.33
 Bormes-les-Mimosas ;BORMES LES MIMOSAS ;83230;83019;11;43.15;6.333333;1.49
 Le Bourguet ;LE BOURGUET  ;83840;83020;11;43.783333;6.516667;2.18
 Bras ;BRAS   ;83149;83021;11;43.466667;5.95;1.07
 Brenon ;BRENON   ;83840;83022;11;43.766667;6.55;2.08
 Brignoles ;BRIGNOLES   ;83170;83023;11;43.4;6.066667;0.62
 Brovès ;BROVES   ;83440;83024;11;43.683333;6.583333;1.75
 Brue-Auriac ;BRUE AURIAC  ;83119;83025;11;43.533333;5.95;1.07
 Cabasse ;CABASSE   ;83340;83026;11;43.416667;6.233333;1.08
 La Cadière-d'Azur ;LA CADIERE D AZUR;83740;83027;11;43.2;5.766667;1.78
 Callas ;CALLAS   ;83830;83028;11;43.583333;6.533333;1.19
 Callian ;CALLIAN   ;83440;83029;11;43.633333;6.75;2.03
 Camps-la-Source ;CAMPS LA SOURCE ;83170;83030;11;43.383333;6.083333;0.76
 Le Cannet-des-Maures ;LE CANNET DES MAURES;83340;83031;11;43.4;6.35;0.83
 Carcès ;CARCES   ;83570;83032;11;43.466667;6.183333;0.72
 Carnoules ;CARNOULES   ;83660;83033;11;43.3;6.183333;0.62
 Carqueiranne ;CARQUEIRANNE   ;83320;83034;11;43.083333;6.083333;1.87
 Cavalaire-sur-Mer ;CAVALAIRE SUR MER ;83240;83036;11;43.166667;6.533333;1.39
 La Celle ;LA CELLE  ;83170;83037;11;43.4;6.033333;0.75
 Châteaudouble ;CHATEAUDOUBLE   ;83300;83038;11;43.583333;6.45;1.02
 Châteauvert ;CHATEAUVERT   ;83670;83039;11;43.5;6.016667;1.44
 Châteauvieux ;CHATEAUVIEUX   ;83840;83040;11;43.775;6.575;-1
 Claviers ;CLAVIERS   ;83830;83041;11;43.6;6.566667;1.32
 Cogolin ;COGOLIN   ;83310;83042;11;43.25;6.533333;1.19
 Collobrières ;COLLOBRIERES   ;83610;83043;11;43.233333;6.3;1
 Comps-sur-Artuby ;COMPS SUR ARTUBY ;83840;83044;11;43.716667;6.5;1.79
 Correns ;CORRENS   ;83570;83045;11;43.483333;6.083333;1.26
 Cotignac ;COTIGNAC   ;83570;83046;11;43.533333;6.15;0.73
 La Crau ;LA CRAU  ;83260;83047;11;43.15;6.066667;1.49
 La Croix-Valmer ;LA CROIX VALMER ;83420;83048;11;43.2;6.566667;1.32
 Cuers ;CUERS   ;83390;83049;11;43.233333;6.066667;1.09
 Draguignan ;DRAGUIGNAN   ;83300;83050;11;43.533333;6.466667;1
 Entrecasteaux ;ENTRECASTEAUX   ;83570;83051;11;43.516667;6.233333;1.49
 Esparron ;ESPARRON   ;83560;83052;11;43.591667;5.85;-1
 Évenos ;EVENOS   ;83330;83053;11;43.166667;5.85;1.46
 La Farlède ;LA FARLEDE  ;83210;83054;11;43.166667;6.033333;1.39
 Fayence ;FAYENCE   ;83440;83055;11;43.616667;6.683333;1.77
 Figanières ;FIGANIERES   ;83830;83056;11;43.566667;6.5;1.52
 Flassans-sur-Issole ;FLASSANS SUR ISSOLE ;83340;83057;11;43.366667;6.216667;1.29
 Flayosc ;FLAYOSC   ;83780;83058;11;43.533333;6.4;0.73
 Forcalqueiret ;FORCALQUEIRET   ;83136;83059;11;43.333333;6.083333;0.9
 Fox-Amphoux ;FOX AMPHOUX  ;83670;83060;11;43.583333;6.1;1.25
 La Garde-Freinet ;LA GARDE FREINET ;83680;83063;11;43.316667;6.466667;0.93
 Garéoult ;GAREOULT   ;83136;83064;11;43.333333;6.05;0.68
 Gassin ;GASSIN   ;83580;83065;11;43.216667;6.583333;1.38
 Ginasservis ;GINASSERVIS   ;83560;83066;11;43.666667;5.85;1.5
 Gonfaron ;GONFARON   ;83590;83067;11;43.316667;6.283333;0.52
 Grimaud ;GRIMAUD   ;83310;83068;11;43.266667;6.516667;1.13
 Hyères ;HYERES   ;83400;83069;11;43.116667;6.116667;1.68
 Le Lavandou ;LE LAVANDOU  ;83980;83070;11;43.133333;6.366667;1.58
 La Londe-les-Maures ;LA LONDE LES MAURES;83250;83071;11;43.133333;6.233333;1.58
 Lorgues ;LORGUES   ;83510;83072;11;43.483333;6.366667;0.54
 Le Luc ;LE LUC  ;83340;83073;11;43.383333;6.316667;0.35
 La Martre ;LA MARTRE  ;83840;83074;11;43.766667;6.6;2.08
 Les Mayons ;LES MAYONS  ;83340;83075;11;43.316667;6.366667;1.55
 Mazaugues ;MAZAUGUES   ;83136;83076;11;43.333333;5.916667;1.82
 Méounes-lès-Montrieux ;MEOUNES LES MONTRIEUX ;83136;83077;11;43.283333;5.966667;1.15
 Moissac-Bellevue ;MOISSAC BELLEVUE  ;83630;83078;11;43.65;6.166667;1.41
 La Môle ;LA MOLE  ;83310;83079;11;43.2;6.466667;1.44
 Mons ;MONS   ;83440;83080;11;43.683333;6.716667;1.9
 Montauroux ;MONTAUROUX   ;83440;83081;11;43.616667;6.766667;2.09
 Montferrat ;MONTFERRAT   ;83131;83082;11;43.616667;6.483333;1.21
 Montfort-sur-Argens ;MONTFORT SUR ARGENS ;83570;83083;11;43.466667;6.116667;0.81
 Montmeyan ;MONTMEYAN   ;83670;83084;11;43.65;6.066667;1.44
 La Motte ;LA MOTTE  ;83920;83085;11;43.483333;6.516667;1.13
 Le Muy ;LE MUY  ;83490;83086;11;43.466667;6.55;1.25
 Nans-les-Pins ;NANS LES PINS ;83860;83087;11;43.366667;5.783333;1.72
 Néoules ;NEOULES   ;83136;83088;11;43.3;6.016667;0.81
 Ollières ;OLLIERES   ;83470;83089;11;43.483333;5.833333;1.52
 Ollioules ;OLLIOULES   ;83190;83090;11;43.133333;5.85;1.58
 Pierrefeu-du-Var ;PIERREFEU DU VAR ;83390;83091;11;43.216667;6.133333;1.1
 Pignans ;PIGNANS   ;83790;83092;11;43.3;6.216667;0.62
 Plan-de-la-Tour ;PLAN DE LA TOUR;83120;83094;11;43.333333;6.55;1.25
 Pontevès ;PONTEVES   ;83670;83095;11;43.566667;6.05;0.92
 Pourcieux ;POURCIEUX   ;83470;83096;11;43.466667;5.783333;1.72
 Pourrières ;POURRIERES   ;83910;83097;11;43.5;5.733333;1.91
 Le Pradet ;LE PRADET  ;83220;83098;11;43.1;6.016667;1.78
 Puget-sur Argens ;PUGET SUR ARGENS ;83480;83099;11;43.45;6.683333;1.77
 Puget-Ville ;PUGET VILLE  ;83390;83100;11;43.283333;6.133333;1.06
 Ramatuelle ;RAMATUELLE   ;83350;83101;11;43.216667;6.616667;1.51
 Régusse ;REGUSSE   ;83630;83102;11;43.65;6.133333;1.41
 Le Revest-les-Eaux ;LE REVEST LES EAUX;83200;83103;11;43.366667;6.566667;1.32
 Rians ;RIANS   ;83560;83104;11;43.616667;5.75;1.85
 Riboux ;RIBOUX   ;13780;83105;11;43.3;5.75;1.85
 Rocbaron ;ROCBARON   ;83136;83106;11;43.3;6.083333;0.92
 Roquebrune-sur Argens ;ROQUEBRUNE SUR ARGENS ;83520;83107;11;43.433333;6.633333;1.58
 La Roquebrussanne ;LA ROQUEBRUSSANNE  ;83136;83108;11;43.333333;5.983333;0.94
 La Roque-Esclapon ;LA ROQUE ESCLAPON ;83840;83109;11;43.716667;6.633333;1.79
 Rougiers ;ROUGIERS   ;83170;83110;11;43.383333;5.85;1.97
 Sainte-Anastasie-sur-Issole ;SAINTE ANASTASIE SUR ISSOLE;83136;83111;11;43.333333;6.133333;1.68
 Saint-Cyr-sur-Mer ;SAINT CYR SUR MER;83270;83112;11;43.183333;5.716667;1.98
 Saint-Martin ;SAINT MARTIN  ;83560;83114;11;43.58918;5.88478;-1
 Sainte-Maxime ;SAINTE MAXIME  ;83120;83115;11;43.3;6.633333;1.58
 Saint-Maximin-la-Sainte-Baume ;SAINT MAXIMIN LA SAINTE;83470;83116;11;43.45;5.866667;1.39
 Saint-Paul-en-Forêt ;SAINT PAUL EN FORET;83440;83117;11;43.566667;6.683333;1.77
 Saint-Raphaël ;SAINT RAPHAEL  ;83700;83118;11;43.416667;6.766667;2.09
 Saint-Tropez ;SAINT TROPEZ  ;83990;83119;11;43.266667;6.633333;1.58
 Saint-Zacharie ;SAINT ZACHARIE  ;83640;83120;11;43.383333;5.716667;1.98
 Salernes ;SALERNES   ;83690;83121;11;43.55;6.233333;0.83
 Les Salles-sur-Verdon ;LES SALLES SUR VERDON;83630;83122;11;43.766667;6.2;2.08
 Sanary-sur-Mer ;SANARY SUR MER ;83110;83123;11;43.116667;5.8;1.68
 Seillans ;SEILLANS   ;83440;83124;11;43.633333;6.633333;1.58
 La Seyne-sur-Mer ;LA SEYNE SUR MER;83500;83126;11;43.1;5.883333;1.78
 Signes ;SIGNES   ;83870;83127;11;43.3;5.866667;1.39
 Sillans-la Cascade ;SILLANS LA CASCADE ;83690;83128;11;43.566667;6.183333;1.5
 Solliès-Pont ;SOLLIES PONT  ;83210;83130;11;43.183333;6.05;1.29
 Solliès-Toucas ;SOLLIES TOUCAS  ;83210;83131;11;43.2;6.016667;1.2
 Solliès-Ville ;SOLLIES VILLE  ;83210;83132;11;43.183333;6.033333;1.29
 Tanneron ;TANNERON   ;83440;83133;11;43.583333;6.883333;2.55
 Taradeau ;TARADEAU   ;83460;83134;11;43.45;6.433333;1
 Tavernes ;TAVERNES   ;83670;83135;11;43.6;6.016667;1.12
 Le Thoronet ;LE THORONET  ;83340;83136;11;43.45;6.3;0.94
 Toulon ;TOULON   ;83200;83137;11;43.116667;5.933333;1.68
 Tourtour ;TOURTOUR   ;83690;83139;11;43.583333;6.3;1.33
 Tourves ;TOURVES   ;83170;83140;11;43.4;5.933333;1.14
 Trans-en-Provence ;TRANS EN PROVENCE ;83720;83141;11;43.5;6.483333;1
 Trigance ;TRIGANCE   ;83840;83142;11;43.766667;6.45;2.08
 Le Val ;LE VAL  ;83143;83143;11;43.433333;6.083333;0.55
 La Valette-du-Var ;LA VALETTE DU VAR;83160;83144;11;43.133333;5.983333;1.58
 Varages ;VARAGES   ;83670;83145;11;43.6;5.966667;1.23
 La Verdière ;LA VERDIERE  ;83560;83146;11;43.633333;5.933333;1.31
 Vérignon ;VERIGNON   ;83630;83147;11;43.65;6.266667;1.41
 Vidauban ;VIDAUBAN   ;83550;83148;11;43.416667;6.433333;0.8
 Villecroze ;VILLECROZE   ;83690;83149;11;43.583333;6.266667;1.02
 Vinon-sur-Verdon ;VINON SUR VERDON ;83560;83150;11;43.716667;5.8;1.79
 Vins-sur-Caramy ;VINS SUR CARAMY ;83170;83151;11;43.433333;6.15;1.56
 Saint-Mandrier-sur-Mer ;SAINT MANDRIER SUR MER;83430;83153;11;43.066667;5.933333;1.97
 Les Sablettes ;LES SABLETTES  ;83500;83902;11;43.083333;5.883333;1.87
 Anthéor ;ANTHEOR   ;83530;83904;11;43.433333;6.883333;2.55
 Ayguade-Ceinturon ;AYGUADE CEINTURON  ;83400;83905;11;43.116667;6.166667;1.68
 Laouque ;LAOUQUE   ;83330;83911;11;43.216667;5.75;1.85
 Les Lecques ;LES LECQUES  ;83270;83912;11;43.183333;5.666667;2.17
 La Moutonne ;LA MOUTONNE  ;83260;83919;11;43.116667;6.066667;1.68
 Agay ;AGAY   ;83530;83920;11;43.433333;6.85;2.42
 Le Brusc ;LE BRUSC  ;83140;83921;11;43.066667;5.8;1.97
 Giens ;GIENS   ;83400;83922;11;43.033333;6.133333;2.16
 Porquerolles ;PORQUEROLLES   ;83400;83924;11;43;6.2;2.35
 Saint-Aygulf ;SAINT AYGULF  ;83370;83925;11;43.383333;6.733333;1.97
 Les Salins d'Hyères ;LES SALINS D HYERES;83400;83926;11;43.116667;6.2;1.68
 Tamaris-sur-Mer ;TAMARIS SUR MER ;83500;83927;11;43.083333;5.9;1.87
 Le Trayas ;LE TRAYAS  ;83700;83930;11;43.466667;6.916667;2.68
 Cavalière ;CAVALIERE   ;83980;83933;11;43.15;6.433333;1.49
 La Capte ;LA CAPTE  ;83400;83935;11;43.066667;6.15;1.97
 Althen-des-Paluds ;ALTHEN DES PALUDS ;84210;84001;93;44;4.95;2.4
 Ansouis ;ANSOUIS   ;84240;84002;93;43.733333;5.466667;1.84
 Apt ;APT   ;84400;84003;93;43.883333;5.4;1.27
 Aubignan ;AUBIGNAN   ;84810;84004;93;44.1;5.016667;0.7
 Aurel ;AUREL   ;84390;84005;93;44.133333;5.416667;1.36
 Avignon ;AVIGNON   ;84000;84007;93;43.95;4.816667;1.73
 Le Barroux ;LE BARROUX  ;84330;84008;93;44.133333;5.1;1.16
 La Bastide-des-Jourdans ;LA BASTIDE DES JOURDANS;84240;84009;93;43.783333;5.633333;2.47
 La Bastidonne ;LA BASTIDONNE  ;84120;84010;93;43.716667;5.566667;2.13
 Le Beaucet ;LE BEAUCET  ;84210;84011;93;43.983333;5.116667;0.68
 Beaumes-de-Venise ;BEAUMES DE VENISE ;84190;84012;93;44.116667;5.033333;0.87
 Beaumettes ;BEAUMETTES   ;84220;84013;93;43.85;5.233333;1.14
 Beaumont-de-Pertuis ;BEAUMONT DE PERTUIS ;84120;84014;93;43.733333;5.7;2.82
 Beaumont-du-Ventoux ;BEAUMONT DU VENTOUX ;84340;84015;93;44.183333;5.166667;1.12
 Bédarrides ;BEDARRIDES   ;84370;84016;93;44.033333;4.9;1.3
 Bédoin ;BEDOIN   ;84410;84017;93;44.116667;5.166667;0.68
 Blauvac ;BLAUVAC   ;84570;84018;93;44.033333;5.2;0.24
 Bollène ;BOLLENE   ;84500;84019;93;44.283333;4.75;2.07
 Bonnieux ;BONNIEUX   ;84480;84020;93;43.816667;5.3;1.29
 Brantes ;BRANTES   ;84390;84021;93;44.183333;5.333333;1.12
 Buisson ;BUISSON   ;84110;84022;93;44.283333;5;1.78
 Buoux ;BUOUX   ;84480;84023;93;43.833333;5.383333;1.47
 Cabrières-d'Aigues ;CABRIERES D AIGUES ;84240;84024;93;43.783333;5.5;1.79
 Cabrières-d'Avignon ;CABRIERES D AVIGNON ;84220;84025;93;43.9;5.166667;1.67
 Cadenet ;CADENET   ;84160;84026;93;43.733333;5.366667;1.84
 Caderousse ;CADEROUSSE   ;84860;84027;93;44.1;4.75;2.07
 Cairanne ;CAIRANNE   ;84290;84028;93;44.233333;4.933333;1.45
 Camaret-sur-Aigues ;CAMARET SUR AIGUES ;84850;84029;93;44.166667;4.883333;1.38
 Caromb ;CAROMB   ;84330;84030;93;44.116667;5.1;0.75
 Carpentras ;CARPENTRAS   ;84200;84031;93;44.05;5.05;0.53
 Caseneuve ;CASENEUVE   ;84750;84032;93;43.883333;5.483333;1.7
 Castellet ;CASTELLET   ;84400;84033;93;43.85;5.483333;1.7
 Caumont-sur-Durance ;CAUMONT SUR DURANCE ;84510;84034;93;43.9;4.95;1.04
 Châteauneuf-de-Gadagne ;CHATEAUNEUF DE GADAGNE ;84470;84036;93;43.933333;4.933333;1.13
 Châteauneuf-du-Pape ;CHATEAUNEUF DU PAPE ;84230;84037;93;44.05;4.833333;1.64
 Cheval-Blanc ;CHEVAL BLANC  ;84460;84038;93;43.8;5.066667;1.4
 Courthézon ;COURTHEZON   ;84350;84039;93;44.083333;4.883333;1.38
 Crestet ;CRESTET   ;84110;84040;93;44.216667;5.083333;1.34
 Crillon-le-Brave ;CRILLON LE BRAVE ;84410;84041;93;44.116667;5.15;0.95
 Cucuron ;CUCURON   ;84160;84042;93;43.783333;5.433333;1.51
 Entrechaux ;ENTRECHAUX   ;84340;84044;93;44.216667;5.133333;1.34
 Faucon ;FAUCON   ;84110;84045;93;44.266667;5.15;1.67
 Flassan ;FLASSAN   ;84410;84046;93;44.1;5.25;1.5
 Gargas ;GARGAS   ;84400;84047;93;43.9;5.383333;1.19
 Gignac ;GIGNAC   ;84400;84048;93;43.916667;5.533333;1.96
 Gigondas ;GIGONDAS   ;84190;84049;93;44.166667;5;1.1
 Gordes ;GORDES   ;84220;84050;93;43.9;5.2;0.95
 Goult ;GOULT   ;84220;84051;93;43.866667;5.25;0.96
 Grambois ;GRAMBOIS   ;84240;84052;93;43.766667;5.583333;2.22
 Grillon ;GRILLON   ;84600;84053;93;44.4;4.933333;2.55
 L'Isle-sur-la-Sorgue ;L ISLE SUR LA;84800;84054;93;43.916667;5.05;1.45
 Jonquerettes ;JONQUERETTES   ;84450;84055;93;43.95;4.933333;1.13
 Jonquières ;JONQUIERES   ;84150;84056;93;44.116667;4.9;1.3
 Joucas ;JOUCAS   ;84220;84057;93;43.916667;5.25;0.63
 Lacoste ;LACOSTE   ;84480;84058;93;43.833333;5.3;1.18
 Lafare ;LAFARE   ;84190;84059;93;44.15;5.05;0.9
 Lagarde-d'Apt ;LAGARDE D APT ;84400;84060;93;43.983333;5.483333;1.7
 Lagarde-Paréol ;LAGARDE PAREOL  ;84290;84061;93;44.216667;4.85;1.56
 Lagnes ;LAGNES   ;84800;84062;93;43.9;5.116667;0.74
 Lamotte-du-Rhône ;LAMOTTE DU RHONE ;84840;84063;93;44.266667;4.683333;2.41
 Lapalud ;LAPALUD   ;84840;84064;93;44.3;4.683333;2.41
 Lauris ;LAURIS   ;84360;84065;93;43.75;5.316667;1.73
 Lioux ;LIOUX   ;84220;84066;93;43.95;5.316667;1.86
 Loriol-du-Comtat ;LORIOL DU COMTAT ;84870;84067;93;44.083333;5;0.78
 Lourmarin ;LOURMARIN   ;84160;84068;93;43.766667;5.366667;1.62
 Malaucène ;MALAUCENE   ;84340;84069;93;44.166667;5.133333;1.01
 Malemort-du-Comtat ;MALEMORT DU COMTAT ;84570;84070;93;44.016667;5.166667;1.4
 Maubec ;MAUBEC   ;84660;84071;93;43.85;5.166667;1.07
 Mazan ;MAZAN   ;84380;84072;93;44.05;5.133333;0.24
 Ménerbes ;MENERBES   ;84560;84073;93;43.833333;5.216667;1.18
 Mérindol ;MERINDOL   ;84360;84074;93;43.75;5.2;1.73
 Méthamis ;METHAMIS   ;84570;84075;93;44.016667;5.216667;0.94
 Modène ;MODENE   ;84330;84077;93;44.1;5.116667;0.57
 Mondragon ;MONDRAGON   ;84430;84078;93;44.233333;4.716667;2.24
 Monieux ;MONIEUX   ;84390;84079;93;44.066667;5.366667;1.1
 Monteux ;MONTEUX   ;84170;84080;93;44.033333;5;0.78
 Mormoiron ;MORMOIRON   ;84570;84082;93;44.066667;5.183333;1.24
 Mornas ;MORNAS   ;84550;84083;93;44.2;4.733333;2.16
 La Motte-d'Aigues ;LA MOTTE D AIGUES;84240;84084;93;43.766667;5.516667;1.87
 Murs ;MURS   ;84220;84085;93;43.95;5.25;1.04
 Oppède ;OPPEDE   ;84580;84086;93;43.833333;5.183333;1.18
 Orange ;ORANGE   ;84100;84087;93;44.133333;4.8;1.81
 Pernes-les-Fontaines ;PERNES LES FONTAINES ;84210;84088;93;44;5.05;0.58
 Pertuis ;PERTUIS   ;84120;84089;93;43.683333;5.5;2.17
 Peypin-d'Aigues ;PEYPIN D AIGUES ;84240;84090;93;43.8;5.566667;2.13
 Piolenc ;PIOLENC   ;84420;84091;93;44.183333;4.766667;1.98
 Le Pontet ;LE PONTET  ;84130;84092;93;43.966667;4.85;1.56
 Puget ;PUGET   ;84360;84093;93;43.75;5.3;1.73
 Puyméras ;PUYMERAS   ;84110;84094;93;44.266667;5.133333;1.67
 Puyvert ;PUYVERT   ;84160;84095;93;43.766667;5.35;1.62
 Rasteau ;RASTEAU   ;84110;84096;93;44.216667;4.983333;1.34
 Richerenches ;RICHERENCHES   ;84600;84097;93;44.366667;4.916667;2.33
 Roaix ;ROAIX   ;84110;84098;93;44.25;5.016667;1.56
 Robion ;ROBION   ;84440;84099;93;43.85;5.116667;1.07
 La Roque-Alric ;LA ROQUE ALRIC ;84190;84100;93;44.15;5.066667;0.96
